"id","tool_name","bleu_score","cosine_similarity","lsa_score"
352,"Fine-tuned MarianMT","0.239422987136647","0.5310468505264302","0.3765928152165119"
370,"Marefa","0.1645485215147412","0.5983414594979274","0.3784036612289722"
353,"Google Translate","0.211679623723946","0.42575559721221684","0.3096552306446393"
395,"MarianMT","0.31188191335532084","0.48663142955989747","0.36056862911192383"
354,"Marefa","0.21243224321265716","0.3683076163341814","0.24823151886378625"
371,"MarianMT","0.20791129246218476","0.3719563915278812","0.25845123634099504"
355,"MarianMT","0.36056123288670944","0.5675605311864934","0.3947378958873863"
385,"Google Translate","0.4499243675993344","0.7240729688554726","0.5550084118913922"
356,"Fine-tuned MarianMT","0.3388925103444912","0.545791557929736","0.38819093874654026"
372,"Fine-tuned MarianMT","0.2033778375706064","0.3182288594931721","0.22245094463405105"
357,"Google Translate","0.3288378325061041","0.528104301046201","0.3787855360916058"
403,"MarianMT","0.2791723470056053","0.5473899769925104","0.3931990315403115"
373,"Google Translate","0.27279860986658905","0.40629692016662633","0.3005931527938561"
386,"Marefa","0.3326876972009355","0.6373643620522784","0.4708971398457109"
374,"Marefa","0.2380205858625852","0.3380081787651191","0.2419221814722385"
396,"Fine-tuned MarianMT","0.18811463384467808","0.38892538568046897","0.2629213515907352"
375,"MarianMT","0.10541943957376582","0.3537002084818624","0.22650794342760655"
387,"MarianMT","0.35652982483604645","0.7254418038319425","0.5356551446385084"
376,"Fine-tuned MarianMT","0.0958993275634993","0.3546182947447309","0.23227571477132863"
416,"Google Translate","0.14780680364924295","0.38075744958887764","0.24723605442350477"
377,"Google Translate","0.10126491796966729","0.3867413595605744","0.24985845921577166"
388,"Fine-tuned MarianMT","0.2737317634307965","0.6378695558082155","0.45113372083030884"
397,"Google Translate","0.28554204687656026","0.5019396567218676","0.3562883347394819"
404,"Fine-tuned MarianMT","0.40959470437345813","0.6563988799736034","0.502855839492164"
389,"Google Translate","0.384651152466074","0.7319409193808953","0.5427992438726966"
398,"Marefa","0.26021423946271105","0.4531900516462427","0.32665374429654304"
390,"Marefa","0.19491969006275625","0.583083089985928","0.3879875261160914"
391,"MarianMT","0.2616287036793218","0.5606197423826562","0.39673423956801396"
410,"Marefa","0.15085724567846784","0.18117065443199995","0.1428216293447671"
405,"Google Translate","0.4028123453334689","0.6565599061567626","0.48764081603856524"
399,"MarianMT","0.2886281819955474","0.49477330931565416","0.3425549950618407"
400,"Fine-tuned MarianMT","0.29201580241180175","0.483390227407807","0.34619098083343824"
414,"MarianMT","0.18358003797879757","0.47576266227656155","0.30697652328547526"
406,"Marefa","0.3695999728898625","0.6011836355751254","0.4525368006322313"
401,"Google Translate","0.45543340555966416","0.5639297409744991","0.42993771060079905"
411,"MarianMT","0.32564597135369505","0.5481533843982846","0.3981475927552796"
407,"MarianMT","0.12226162878383881","0.22829699806409337","0.1686400747157379"
408,"Fine-tuned MarianMT","0.22927971801202818","0.3111194163013367","0.22457937321750937"
412,"Google Translate","0.29700852069513745","0.5331023720402801","0.3724308803866744"
415,"Fine-tuned MarianMT","0.20422801273214788","0.4937010954986287","0.3211428724129313"
417,"Marefa","0.1507852994656157","0.3881686458814209","0.2453698870486745"
421,"Marefa","0.2102823145740955","0.3788791917915588","0.2769688747823008"
419,"Fine-tuned MarianMT","0.25835203304125304","0.6113954785378584","0.42961944383099576"
418,"MarianMT","0.08557153906802722","0.482989664644623","0.311712755147948"
420,"Google Translate","0.2957688354202875","0.605253309727059","0.4439952878022472"
422,"MarianMT","0.2028512212627778","0.4554219020935734","0.3139950926178617"
423,"Fine-tuned MarianMT","0.21680029423417646","0.44382478348331633","0.31095244912443976"
424,"Google Translate","0.19021727431309138","0.47797886015384783","0.3178780954180419"
425,"Marefa","0.20074108074024846","0.47031389048617395","0.32228449682396787"
426,"MarianMT","0.2200009595799511","0.5216248109777577","0.3633183026582383"
427,"Fine-tuned MarianMT","0.22613854423130494","0.5393354019842787","0.3851953514133679"
428,"Google Translate","0.263547698976232","0.49798744789196575","0.3568766817940108"
429,"Marefa","0.19619100774957274","0.4768914529839548","0.34044727032721034"
430,"MarianMT","0.435733763979363","0.6800483247735432","0.5144084681969863"
431,"Fine-tuned MarianMT","0.48776603967067006","0.723872991684741","0.5769422888632466"
432,"Google Translate","0.508693320376521","0.7229963575889655","0.5761163462021311"
497,"Marefa","0.2342751062368206","0.4006632708339075","0.28525567363812815"
463,"Fine-tuned MarianMT","0.18858562394086034","0.5492493583464226","0.39053070215925617"
433,"Marefa","0.42939000623420503","0.6323386284733046","0.4762379050311431"
483,"Fine-tuned MarianMT","0.1727624316072065","0.47395226280656544","0.3017260914935146"
434,"MarianMT","0.37778500518345554","0.7527247473378278","0.5794962186085061"
435,"Fine-tuned MarianMT","0.32353282220410506","0.7136998168580976","0.527058453449495"
513,"Marefa","0.08308788908922154","0.30147175781634405","0.19732198333200546"
464,"Google Translate","0.21743057538672209","0.5487612470820764","0.382781154384807"
436,"Google Translate","0.43713957634330913","0.7579419325036896","0.5817335249745932"
484,"Google Translate","0.17274327232586653","0.48084839455958306","0.29811175721893857"
437,"Marefa","0.32995484704107236","0.6264778938729514","0.46677274602359103"
465,"Marefa","0.17629583725864106","0.5260421035899271","0.3499573992634473"
438,"MarianMT","0.23630313144721465","0.5294541391388863","0.35145410223617496"
507,"Fine-tuned MarianMT","0.147665380322631","0.3307497479898474","0.22619752414785443"
439,"Fine-tuned MarianMT","0.2612588036102571","0.5466619131562679","0.37263566373474094"
498,"MarianMT","0.24012273864690958","0.48794399188374343","0.3322942445730435"
466,"MarianMT","0.42863239657448027","0.49813993798443973","0.38830985496475673"
440,"Google Translate","0.27413443276129257","0.6045364715224651","0.4063006810287661"
485,"Marefa","0.2212374656069009","0.3996512530404907","0.25956527155794223"
441,"Marefa","0.24162126340713477","0.4751523111005176","0.32270894392877575"
467,"Fine-tuned MarianMT","0.36594776720022126","0.49335925164993255","0.36213832486816655"
442,"MarianMT","0.18230107340800467","0.4613555477476854","0.30147913422915606"
443,"Fine-tuned MarianMT","0.18037997256514138","0.4548253766148324","0.2901097738105767"
468,"Google Translate","0.5430053055724126","0.6518623649307158","0.5322042946211311"
444,"Google Translate","0.266785822453769","0.47791976041482265","0.33224677427543514"
486,"MarianMT","0.2458913020853562","0.5769607364438368","0.38764457052841383"
445,"Marefa","0.20909479736426248","0.4259477387890569","0.2894393114886277"
469,"Marefa","0.219931831158683","0.349494214369473","0.24376568188326359"
446,"MarianMT","0.2827097531323097","0.46083228537844145","0.33075948407785133"
447,"Fine-tuned MarianMT","0.24199991212711822","0.4447379942622799","0.3152198409004408"
499,"Fine-tuned MarianMT","0.23423397100641952","0.45293674456663646","0.29762256205312254"
470,"MarianMT","0.22319700019896732","0.5442138490670262","0.3568079572108288"
448,"Google Translate","0.2511964803537608","0.4257037778624384","0.3066865097707425"
487,"Fine-tuned MarianMT","0.2445357104982819","0.5529210728253359","0.37971872802519047"
449,"Marefa","0.1722379981387499","0.4078179764941877","0.2794183085317711"
471,"Fine-tuned MarianMT","0.1712493371636856","0.5481601878575348","0.3454733043876348"
450,"MarianMT","0.33087834848661485","0.47172640845748154","0.33889998647164044"
451,"Fine-tuned MarianMT","0.18265848099874385","0.36356152827053007","0.23764478453900623"
518,"MarianMT","0.1631879158526648","0.34178408061046844","0.2249587398613813"
472,"Google Translate","0.20679878359016887","0.6298194586804986","0.4007150441162843"
452,"Google Translate","0.2485346482379597","0.3977550265605761","0.28145005959778485"
488,"Google Translate","0.3107730868309898","0.6620553253798094","0.4752386677603474"
453,"Marefa","3.883209038502834e-204","0.02883516178294591","0.017100721632038574"
473,"Marefa","0.16182584821874757","0.5150191084235788","0.32655457582047265"
454,"MarianMT","0.3593040685164624","0.5224389911634034","0.3894484630203815"
508,"Google Translate","0.13720680041538622","0.3275194404724854","0.2116439946626402"
455,"Fine-tuned MarianMT","0.3253856588103628","0.5218987369773257","0.40246425517948553"
500,"Google Translate","0.26741569913683344","0.47957450250325045","0.3166281875476294"
474,"MarianMT","0.425383039249307","0.5765093531925906","0.4556586535130461"
456,"Google Translate","0.39119800273911565","0.554843766513109","0.41995441386495597"
489,"Marefa","0.27934761784740003","0.5758357389693916","0.4048323747819091"
457,"Marefa","0.4037056915843571","0.5543680092228133","0.4177949873582993"
475,"Fine-tuned MarianMT","0.3668198103727386","0.536273884218508","0.4074047132579194"
458,"MarianMT","0.18998413961309973","0.6243390418299348","0.4539321504738901"
459,"Fine-tuned MarianMT","0.1072983667676236","0.4164335534385371","0.2768123005743265"
476,"Google Translate","0.38909348383944065","0.6467610129944111","0.47959785135884114"
460,"Google Translate","0.24715036702263438","0.6358206787458401","0.4430202776990373"
490,"MarianMT","0.47774977350712056","0.7091044426289427","0.5459043676889627"
461,"Marefa","0.06635125532642096","0.15560171059598074","0.1031100017419568"
477,"Marefa","0.33101689315718097","0.5650750777487454","0.40163629243417703"
462,"MarianMT","0.21459789827847547","0.5612503137318194","0.39855647043232567"
501,"Marefa","2.795346126806387e-103","0.03584136755285198","0.023687342812994262"
491,"Fine-tuned MarianMT","0.32487911991541574","0.6311500898529223","0.46366424599191225"
478,"MarianMT","0.08034469886167242","0.2919181707717014","0.17818907054789618"
479,"Fine-tuned MarianMT","0.042418658060050705","0.20311810130853605","0.12173559898886217"
514,"MarianMT","0.12639517478218795","0.3327319173982968","0.20548145113411792"
492,"Google Translate","0.4701838677702716","0.7048230279149459","0.5462188537315946"
480,"Google Translate","0.05967048947245047","0.32452604335345414","0.19434322039769966"
509,"Marefa","0.1401637195184151","0.2856648606591786","0.18994880767382924"
481,"Marefa","0.04288014745600052","0.17110393296716025","0.10230271264888428"
502,"MarianMT","0.3352119825962984","0.5839895153395112","0.4054605805486222"
493,"Marefa","0.3548936441745979","0.5190010169811791","0.3806408090350695"
482,"MarianMT","0.17794765525085274","0.46793418512598944","0.29901420840503634"
494,"MarianMT","0.26802348384262187","0.36574854164866794","0.2768822436398306"
503,"Fine-tuned MarianMT","0.2764408202545045","0.5430576784488568","0.37599908637560353"
495,"Fine-tuned MarianMT","0.1270975260223503","0.2553896609207377","0.1803043958538936"
510,"MarianMT","0.1283454295115254","0.38965205524531854","0.25120913983483456"
496,"Google Translate","0.3240455159116513","0.35565786744791356","0.2789531175730294"
504,"Google Translate","0.3391662196029667","0.5935602207111257","0.4240461602102356"
525,"Marefa","0.1384625078772194","0.42383548346028704","0.27784065224819954"
515,"Fine-tuned MarianMT","0.12426506881491169","0.35342260174585954","0.21597271564597262"
505,"Marefa","0.22338130063785835","0.29682200577452994","0.2175491379944362"
511,"Fine-tuned MarianMT","0.05614715948880358","0.3312784318781908","0.20427993844871295"
506,"MarianMT","0.0825430620439151","0.25822191200232697","0.16452532080065788"
519,"Fine-tuned MarianMT","0.18053854503894667","0.3390741467144417","0.2204624799337304"
516,"Google Translate","0.13627015457830127","0.35670171498206926","0.21829608630770125"
512,"Google Translate","0.11438613469371935","0.37925974426364367","0.23950408467149054"
522,"MarianMT","0.22511428100458253","0.5787360543026175","0.39430751855929463"
520,"Google Translate","0.23607880291830713","0.41426808216680366","0.2827650490653244"
517,"Marefa","0.11391688622087946","0.31136808984141673","0.18820760378669266"
524,"Google Translate","0.19474893605340576","0.4407360694514045","0.30419319324454114"
521,"Marefa","0.16872435894698926","0.2982126570444653","0.19007813701560605"
523,"Fine-tuned MarianMT","0.26924191581678825","0.5840015015801052","0.4106518894880383"
526,"MarianMT","0.09364907279329641","0.3435817043261037","0.24963660780276767"
528,"Marefa","0.15228217909802708","0.2281388059144491","0.15955142935743566"
527,"Google Translate","0.2719711143864104","0.40687394643931024","0.28561260788552584"
529,"MarianMT","0.1232744782050836","0.48783270386265715","0.3098243247559218"
530,"Fine-tuned MarianMT","0.20341270612281254","0.5664399086510236","0.359500020913492"
531,"Google Translate","0.17486201978918584","0.47408467383967123","0.3092991148727387"
532,"Marefa","0.15659988547132317","0.27735584239433453","0.19321179338100508"
533,"MarianMT","0.30832059550260243","0.43858798913254204","0.324442140339665"
534,"Fine-tuned MarianMT","0.39129974315969285","0.5150322675896968","0.3891404270042828"
535,"Google Translate","0.21972018790707734","0.3636936869291527","0.24764414600930404"
536,"Marefa","0.3197183434615684","0.4714552241169836","0.33878385150418994"
537,"MarianMT","0.1461949241007387","0.22440818513006933","0.14703589556509855"
538,"Fine-tuned MarianMT","0.1905608647107016","0.4104975548689504","0.28238725764463257"
588,"Marefa","0.2380427933827491","0.34263605461663593","0.2558797750354159"
568,"Marefa","0.2944222913527923","0.48864881239506036","0.3374026906740139"
539,"Google Translate","0.133154572231061","0.19597035346106667","0.14019212178951387"
540,"Marefa","0.1455228881128505","0.2528855234619133","0.17295373021607952"
569,"MarianMT","0.2878424462776836","0.35708730869530314","0.26558606539368773"
541,"MarianMT","0.13668297974413904","0.3703083440329985","0.22982476106685099"
624,"Marefa","0.0779466964854616","0.2511472289418777","0.15728457808180568"
542,"Fine-tuned MarianMT","0.13130240385982295","0.3824811166929588","0.24006454200553262"
589,"MarianMT","0.18413973269128225","0.35477345344127226","0.22925175663679875"
570,"Fine-tuned MarianMT","0.30595691466902386","0.36711557750958784","0.2858101347375535"
543,"Google Translate","0.1262016337065489","0.3028319412908129","0.1890551337186183"
544,"Marefa","0.12950068562191067","0.32354556152056635","0.1997913442372138"
603,"Google Translate","0.20178808348110489","0.46802908394388404","0.31001321904071194"
571,"Google Translate","0.2853511706665981","0.4742901980371231","0.3231328377600536"
545,"MarianMT","0.23545680203128594","0.37887096968669387","0.2704343143910636"
546,"Fine-tuned MarianMT","0.2672187854701129","0.39122127486081926","0.28210846939578926"
590,"Fine-tuned MarianMT","0.17250483714212053","0.4127221194955988","0.2643259345569828"
547,"Google Translate","0.1559285276882641","0.2553522895956187","0.18156538145674297"
572,"Marefa","0.2216779968741282","0.41368300576064027","0.27578038123689985"
548,"Marefa","0.22771267192195924","0.33591288152165766","0.23820954839381342"
613,"MarianMT","0.2064280604498168","0.34406414287140863","0.23112353466686936"
549,"MarianMT","0.08978879844107959","0.2689629370079957","0.16837404744518686"
573,"MarianMT","0.4942431957532582","0.6670225866114557","0.5248585703003313"
591,"Google Translate","0.14155082167719205","0.2651640940678354","0.17666440166349226"
550,"Fine-tuned MarianMT","0.07317626610540966","0.20379274239606252","0.12805716927830504"
574,"Fine-tuned MarianMT","0.3137659649024202","0.5708687528896281","0.4095160153371178"
551,"Google Translate","9.224644090852165e-103","0.24949267638895214","0.1454958456554955"
604,"Marefa","0.15820481765182787","0.3633085142457544","0.2421758177413237"
552,"Marefa","7.06691382982861e-103","0.17830631467084965","0.1120621356768537"
575,"Google Translate","0.5772122910124585","0.731841098127469","0.5960412314745351"
553,"MarianMT","0.21276941608027775","0.39923792402042263","0.2503677969999788"
592,"Marefa","0.1359511146983224","0.29373533165761884","0.19035798325411413"
554,"Fine-tuned MarianMT","0.13781572385181476","0.4592323222034676","0.2765945776781063"
576,"Marefa","0.34494943508057707","0.5393577100500612","0.38761987190956476"
555,"Google Translate","0.3744630841568757","0.534167008471198","0.3819134445871375"
556,"Marefa","0.12083920663124795","0.3212062515552825","0.20005476475134107"
620,"Marefa","0.12048669235839075","0.2690024192086122","0.1753229534179864"
577,"MarianMT","0.25198830604022737","0.5075541914789533","0.35070931742856276"
557,"MarianMT","0.336881772552465","0.5139384827205531","0.40986278656444913"
593,"MarianMT","0.2513121338874456","0.36537555054665777","0.2508716166354749"
558,"Fine-tuned MarianMT","0.16956948469148497","0.4779824299326256","0.3308199020761122"
578,"Fine-tuned MarianMT","0.22929208504881168","0.464741527478407","0.31492580720942837"
559,"Google Translate","0.24255417640772473","0.4266688669294286","0.32059427484869796"
605,"MarianMT","0.08405027419661841","0.31078041382648197","0.1923317086538572"
560,"Marefa","0.10047708916131684","0.22954506679942313","0.15782512189067222"
579,"Google Translate","0.2351776474494055","0.4174338450114919","0.2968588319860022"
561,"MarianMT","0.15533719924645564","0.31763709391367184","0.1935739227077289"
594,"Fine-tuned MarianMT","0.20233408732081273","0.3383794126169505","0.22155059918957234"
562,"Fine-tuned MarianMT","0.13955476489329008","0.30851116504330084","0.19471093714862805"
614,"Fine-tuned MarianMT","0.12846116369810792","0.28929554091714704","0.1805296440575819"
563,"Google Translate","0.12114012698609297","0.27648059208937986","0.1680645637367598"
580,"Marefa","0.1949350095411738","0.390118665060302","0.2643795602278682"
564,"Marefa","0.09563568543292439","0.23896851951570988","0.14861831786603266"
595,"Google Translate","0.20412348939397035","0.36807279923472125","0.24128816010570817"
565,"MarianMT","0.3129947217830754","0.5481226236045849","0.3994697652696033"
581,"MarianMT","0.18802545254550232","0.49161237747769215","0.3103150344908014"
566,"Fine-tuned MarianMT","0.2706203365188227","0.6042695719838566","0.42130831270188857"
606,"Fine-tuned MarianMT","0.13762151776985096","0.3049223329144301","0.19452109807193818"
567,"Google Translate","0.24385044631342695","0.5403779940447309","0.37289022461530635"
596,"Marefa","0.178399585442723","0.2480655690051674","0.17677622454722847"
582,"Fine-tuned MarianMT","0.12450942087543607","0.4453010702765843","0.2708801937087307"
583,"Google Translate","0.28283150585702427","0.5241758373336804","0.3445691358700196"
597,"MarianMT","0.2865908554732569","0.43523644131689604","0.31814829262312416"
584,"Marefa","0.2008400501064571","0.39983968837178946","0.2669675531478441"
607,"Google Translate","0.22511616615390098","0.4582912209777631","0.30687480616038715"
585,"MarianMT","0.27256817308551995","0.3360724940137522","0.2669642320510324"
598,"Fine-tuned MarianMT","0.19380618865691704","0.4505539296645971","0.2998822082013275"
586,"Fine-tuned MarianMT","0.19404366627630662","0.31802434853547545","0.23897266478133525"
615,"Google Translate","0.19506197186292856","0.3629922780838584","0.2252508810565995"
587,"Google Translate","0.3566630523812269","0.4371867717290619","0.35567032790611997"
608,"Marefa","0.053647234032700906","0.2939314991043605","0.17311035219751383"
599,"Google Translate","0.2493134854603986","0.48456692203645146","0.32254337804515953"
633,"MarianMT","0.1088760766331702","0.44474022018528586","0.2723418311292533"
600,"Marefa","0.09162601952314943","0.32340436847314474","0.20445863990077498"
621,"MarianMT","7.142847700161234e-103","0.20675811211259612","0.12055502256570279"
609,"MarianMT","0.4044581601973356","0.5412475286947496","0.42100670624750586"
601,"MarianMT","0.20287376627722434","0.45293202108097474","0.3031514691574655"
616,"Marefa","0.23196517521870885","0.3620429048060289","0.24307147917762256"
602,"Fine-tuned MarianMT","0.1487614045502536","0.4115397708480666","0.2611270718786222"
610,"Fine-tuned MarianMT","0.3422581758425713","0.4440211829009346","0.33933440858431757"
625,"MarianMT","0.08056742928765392","0.20770656311766084","0.13102588397095352"
611,"Google Translate","0.4925197566841685","0.5665819298880714","0.4420234927588913"
617,"MarianMT","0.11368051614309191","0.2315808663074122","0.15507009962536528"
612,"Marefa","0.220365964019972","0.4326483675088262","0.2897902648840083"
622,"Fine-tuned MarianMT","0.07554718827324174","0.2775728951627146","0.16825341338161076"
618,"Fine-tuned MarianMT","0.07040655209083216","0.27727777464177494","0.1714212343342641"
631,"Google Translate","5.72152301257964e-103","0.19783795336902466","0.11382020850657708"
619,"Google Translate","0.09219743761858648","0.2782935360138709","0.1798283076129587"
628,"Marefa","0.042107256286973226","0.15788771932079093","0.09927374340670159"
623,"Google Translate","6.737579554882304e-103","0.2062206795308637","0.12190924711605686"
626,"Fine-tuned MarianMT","4.705444353773197e-103","0.16071967690854413","0.09818628412416061"
630,"Fine-tuned MarianMT","0.04839081059396704","0.19716976993804783","0.11539612414531672"
627,"Google Translate","3.554794669807069e-103","0.19582068872726935","0.11119555213660504"
629,"MarianMT","6.078239076787634e-103","0.2237526563874473","0.13018598404675177"
632,"Marefa","0.09866502443101263","0.2883435675697077","0.1788036197754195"
634,"Fine-tuned MarianMT","0.1345212292424581","0.4372304369474002","0.2700398218541572"
635,"Google Translate","0.11024602840091746","0.40981213825957297","0.25294203492767603"
636,"Marefa","0.07264112162531258","0.36198977412661393","0.2185759803077083"
637,"MarianMT","0.14144351218943335","0.2424505757139765","0.16808413341324224"
638,"Fine-tuned MarianMT","0.10824501190240965","0.32503576749652274","0.20977767066504868"
639,"Google Translate","0.20764312993685136","0.342727963408799","0.25038450884804037"
640,"Marefa","0.16937115726068247","0.29606545979104687","0.2101867203836851"
641,"MarianMT","0.3763940646208787","0.48937399979120777","0.37338966373957677"
642,"Fine-tuned MarianMT","0.27180935982797705","0.4646980332599326","0.3287771035733701"
643,"Google Translate","0.4811490260266546","0.509446996357499","0.41105450094833607"
644,"Marefa","0.25648128174133755","0.38168763445769777","0.2660152963536457"
645,"MarianMT","0.33047780043433345","0.5402387891953357","0.3900152043842685"
646,"Fine-tuned MarianMT","0.18739292910231084","0.4288281621638815","0.28121425067781414"
647,"Google Translate","0.40799812857867945","0.5290749032865221","0.3976648306608147"
648,"Marefa","0.2373268147320713","0.4688426988437206","0.30726654394587966"
